,time,frame,person_id,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
3091,2022-11-10 14:16:00.208464,323,2,505.24,296.55,508.87,293.31,502.97,293.71,516.08,296.02,0,0,523.88,317.75,496.44,317.51,543.51,336.98,486.99,337.48,520.06,348.45,492.62,350.14,516.76,366.88,498.72,367.48,518.05,406.13,493.33,406.88,517.27,451.18,484.51,451.14
3108,2022-11-10 14:16:29.143432,324,2,504.43,297.09,508.13,293.66,502.27,294.15,515.22,296.72,0,0,523.33,318.5,495.99,318.29,542.98,337.46,486.66,337.58,519.57,349.56,491.79,350.27,516.25,367.78,498.29,368.93,517.53,407.74,492.92,407.26,516.79,451.24,484.68,450.93
3122,2022-11-10 14:16:57.780216,325,2,504.76,298.38,508.58,294.75,502.82,295.33,515.84,297.64,0,0,523.92,319.62,496.4,319.47,543.46,338.97,487.04,339.58,521.36,350.8,493.34,352.3,516.96,371.06,498.71,371.25,518.21,408.99,493.39,408.3,517.47,451.9,485.22,451.49
3134,2022-11-10 14:17:24.360989,326,2,506.02,298.85,509.78,295.54,503.85,295.83,516.86,298.81,501.6,299.67,525.59,320.72,498.06,320.73,545,339.86,487.81,340.92,523.83,350.82,494.95,354,519,371.01,501.08,370.2,519.8,410.14,494.59,408.86,518.88,454.26,486.16,452.74
3149,2022-11-10 14:17:52.184060,327,2,507.34,301,511.22,297.81,505.05,298.04,518.66,300.51,503.1,301.01,526.57,321.99,498.95,322.46,547.05,341.44,488.68,342.64,523.81,353.17,495.47,355.97,520.18,372.98,501.6,372.94,520.63,412.17,495.77,410.94,519.45,454.73,487.19,454.71
3166,2022-11-10 14:18:21.018007,328,2,507.64,301.47,511.52,298.31,505.38,298.49,518.79,300.92,0,0,526.37,322.65,499.42,322.84,547.26,341.79,489.47,343.14,524.21,353.25,496.05,355.71,520.93,373.88,502.59,374.31,520.81,412.55,496.37,411.68,520.69,454.24,487.27,455.61
3183,2022-11-10 14:18:49.821589,329,2,507.51,301.47,511.39,298.21,505.3,298.42,518.87,300.95,0,0,526.55,321.99,499.28,322.63,547.34,341.66,489.35,343.09,524.31,353.32,495.75,355.94,520.38,373.87,502.19,373.93,520.74,412.83,496.14,411.99,519.73,455.12,487.16,455.57
3201,2022-11-10 14:19:17.637158,330,2,507.39,301.4,511.25,298.17,505,298.39,519.08,301.15,502.68,301.74,526.55,322.19,498.84,323.01,547.02,341.68,488.74,342.92,524.03,353.15,495.73,356.1,520.19,374.43,501.63,374.47,520.68,413.2,495.51,412.37,519.45,455.04,486.77,455.72
3218,2022-11-10 14:19:45.477846,331,2,507.1,301.55,511.1,298.21,504.87,298.63,518.28,301.44,502.38,302,526.15,322.3,498.9,322.9,546.27,342.12,488.65,343.13,523.72,353.87,495.92,356.39,519.71,374.31,501.54,374.44,520.8,413.2,495.32,411.86,519.26,455.73,486.93,455.24
3234,2022-11-10 14:20:12.339504,332,2,507.12,301.02,511,297.81,504.93,298.01,518.55,300.71,502.87,301.24,526.21,321.65,499.01,322.3,546.71,341.32,488.4,342.31,524.56,352.63,494.93,356.09,519.72,372.27,501.56,372.47,520.88,412.03,495.65,410.87,519.05,455.21,486.67,455.35
3249,2022-11-10 14:20:38.097546,333,2,506.79,300.16,510.86,296.94,504.55,297.13,518.13,300.19,502.08,300.41,525.97,320.84,498.75,321.26,546.96,340.8,487.9,341.44,524.3,352.89,495.12,355.34,519.23,371.53,500.83,372.64,520.24,411.35,495.18,410.71,518.84,454.6,486.46,454.11
3263,2022-11-10 14:21:03.787703,334,2,505.58,300.09,509.53,296.88,503.38,297.11,517.19,299.79,0,0,525.07,320.98,497.54,321.53,545.35,340.51,487.35,342.15,523.68,352.68,495.03,355.81,518.29,371.25,500.19,373.21,519.49,411.24,494.33,410.82,518.22,455.51,485.03,455.28
3277,2022-11-10 14:21:31.526839,335,2,504.71,301.37,508.58,298.08,502.47,298.33,516.28,301.02,0,0,524.55,322.22,496.47,322.75,543.94,341.99,486.66,343.12,522.44,353.59,494.38,356.1,517.52,372.79,498.72,373.08,518.32,411.48,493.58,411.21,517.72,455.63,485.27,455.53
3292,2022-11-10 14:21:59.383040,336,2,505.1,300.71,509.04,297.42,502.9,297.78,517.06,300.99,0,0,524.46,321.59,496.53,322.65,544.32,341.42,486.74,342.9,522.78,353.44,494.64,356.09,517.5,371.66,498.83,372.72,518.77,411.38,493.88,410.9,518.09,455.87,485.16,455.43
3308,2022-11-10 14:22:28.331888,337,2,504.4,301.19,508.37,297.85,502.18,298.15,516.13,301.1,0,0,523.71,321.47,495.83,322.36,543.44,341.18,486.04,342.82,522.22,352.35,492.89,356.07,517.1,372.36,498.59,372.97,517.99,411.36,493.1,411.44,517.23,456.17,484.93,455.22
3322,2022-11-10 14:22:56.238673,338,2,503.6,300.91,507.18,297.66,501.3,297.97,514.25,300.11,499.16,301.61,523.36,321.48,494.1,322.16,542.19,341.46,485.09,342.84,520.62,352.76,491.76,355.97,516.24,372.63,497.78,372.58,516.31,411.28,492.23,411.38,515.21,454.88,483.52,454.87
3335,2022-11-10 14:23:23.088812,339,2,501.59,300.15,505.44,296.99,499.01,297.18,512.38,300.2,496.86,301.12,521.12,321.24,492.97,322.26,539.97,340.18,483.67,341.98,519.27,352.31,490.34,355.47,514.45,372.85,495.89,372.72,515.06,411.05,489.91,411.67,513.16,454.77,480.76,454.29
3348,2022-11-10 14:23:49.938834,340,2,500.64,299.96,504.5,296.84,498.15,296.81,511.23,299.91,495.71,300.25,519.92,320.85,491.29,321.77,539.06,339.69,482.25,341.86,519.22,351.55,489.07,354.97,513.5,372.23,494.75,372.83,514.05,412.01,488.66,412.76,512.66,454.5,480.37,453.98
3362,2022-11-10 14:24:15.675692,341,2,501.59,300.09,505.44,296.94,499.04,297.14,512.39,300.14,496.91,301.06,521.09,321.19,492.4,322.09,540.09,340.2,483.27,342.2,520.34,351.21,490.18,355.41,514.4,372.24,496.16,371.85,515.73,411.4,490.28,411.27,513.49,455.18,481.44,455.35
3376,2022-11-10 14:24:43.771380,342,2,502.56,299.14,506.42,295.9,500.21,296.18,513.34,299.2,497.97,300.29,522.47,319.58,493.8,321.09,541.31,339.26,484.21,340.83,519.6,351.26,491.29,354.03,515.3,368.87,497.47,370.17,516.04,409.51,491.01,409.08,514.44,452.45,482.16,453.32
3390,2022-11-10 14:25:12.254637,343,2,502.57,297.92,506.46,294.82,500.27,295.03,513.24,298.38,498.1,299.26,522.11,318.81,493.8,319.7,541.24,338.32,484.18,339.24,518.9,350.6,491.52,352.61,515.11,369.49,496.86,369.65,515.94,408.73,490.66,408.18,514.49,450.87,481.91,452.24
3402,2022-11-10 14:25:37.740004,344,2,502.63,297.59,506.27,294.74,500.31,294.91,513.31,297.54,498.22,299.12,521.55,318.85,493.83,319.32,541.35,338.42,484.13,339.24,518.71,350.64,491.6,352.53,515.21,369.39,496.86,369.78,515.97,408.97,490.54,408.44,514.2,451.55,481.34,452.11
3415,2022-11-10 14:26:02.313460,345,2,502.62,297.53,506.34,294.3,500.44,294.67,513.12,297.56,498.31,298.99,521.43,318.63,493.68,319.19,541.45,338.12,484.15,338.98,518.66,350.44,491.25,352.19,515.09,369.18,496.85,369.71,515.95,408.72,490.51,407.91,514.16,451.51,481.46,451.41
3427,2022-11-10 14:26:28.482506,346,2,503.05,296.01,506.85,293,501,292.99,513.55,296.21,0,0,522.07,317.48,494.4,318.18,542.03,337.18,484.7,337.1,518.32,347.84,490.44,350.43,515.5,368.17,497.23,368.76,516.51,407.74,491.14,408.52,514.73,451.05,481.79,451.2
3443,2022-11-10 14:26:54.244250,347,2,503.11,295.92,506.9,292.92,501.13,292.86,513.85,295.92,0,0,521.69,317.32,494.35,317.74,542.08,336.91,484.9,337.44,518.29,348.05,490.76,350.79,515.55,367.75,497.42,368.28,516.52,407.24,491.17,407.84,514.68,451.06,482.19,451.28
3458,2022-11-10 14:27:19.943528,348,2,502.9,295.83,506.72,292.79,500.61,292.8,513.34,296.07,498.23,296.32,521.56,317.19,493.86,317.76,541.56,336.61,484.15,337.19,518.68,347.66,490.1,350.27,514.95,367.64,496.91,368.4,515.84,407.1,490.39,407.46,514.38,450.75,481.23,451.43
3472,2022-11-10 14:27:44.621698,349,2,503.62,295.52,507.18,292.37,501.62,292.63,514.24,295.32,0,0,522.35,317.23,494.86,317.47,542.26,336.85,485.28,337.11,519.19,347.73,492.02,350.66,515.95,367.14,497.89,367.73,517.13,407.55,492.26,407.87,515.64,450.46,482.8,450.41
3486,2022-11-10 14:28:09.252363,350,2,505.84,296.33,509.61,293.27,503.67,293.46,516.66,296.14,501.28,297.06,524.88,317.93,497.13,318.51,543.79,336.64,487.16,338.29,522.13,348.12,494.36,350.51,517.96,368.16,499.08,368.15,519.09,407.05,493.85,407.87,517.99,449.42,485.06,451.28
3501,2022-11-10 14:28:33.683829,351,2,506.55,297.95,510.22,294.75,504.33,295.14,517.67,297.76,502.13,298.52,525.54,319.02,498.25,319.38,544.87,338.74,487.59,339.41,523.11,351.13,496.01,352.5,518.95,370.12,499.79,370.06,520.29,409.88,494.88,409.9,518.38,451.46,485.93,451.44
3516,2022-11-10 14:28:58.110598,352,2,506.26,298.58,509.91,295.17,504.11,295.44,517.02,298.66,501.89,299.23,525.87,320.3,498.01,320.41,545.41,339.39,487.48,340.39,523.69,351.35,496.03,353.47,519.4,371.21,501.08,370.41,520.2,410.8,494.69,410.25,518.59,452.93,485.93,452.01
3530,2022-11-10 14:29:22.580079,353,2,508.29,299.27,512.19,296.07,505.95,296.36,519.09,299.39,503.5,299.96,526.7,320.94,499.5,320.77,548.04,339.87,488.89,341.1,526.67,351.54,497.22,354.78,521.41,373.38,502.51,373.01,522,411.46,496.75,411.65,520.6,453.58,488.68,452.44
3546,2022-11-10 14:29:48.125444,354,2,510.55,299.09,514.2,295.74,507.89,296.2,521.19,298.97,505.69,300.11,528.89,319.52,501.57,320.56,549.99,339.55,491.29,341.15,529.42,351.25,499.75,355.06,523.15,371.28,505.1,371.28,523.34,409.86,498.8,410.57,522.65,453,490.35,451.98
3561,2022-11-10 14:30:14.817221,355,2,510.24,299.97,514.21,296.79,507.68,297.08,521.13,300.4,505.4,300.82,528.91,321.3,500.93,322.17,549.4,340.7,490.9,342.76,528.77,351.72,499.91,355.78,522.75,371.87,504.64,372.75,523.38,411.22,498.53,412.17,521.88,454.77,489.23,455.02
3575,2022-11-10 14:30:42.544380,356,2,507.33,300.21,511.32,297.11,505.17,297.27,519.27,300.31,503.37,300.58,526.6,321.51,498.98,321.83,547,340.99,488.21,341.75,524.71,351.69,495.88,355,519.9,373.18,501.34,373.01,520.79,413.17,495.32,412.84,518.82,455.2,486.53,454.39
3590,2022-11-10 14:31:10.230530,357,2,504.87,299.15,508.71,295.82,502.87,296.13,515.97,298.98,0,0,524.59,320.39,496.51,320.82,543.76,340.16,486.46,341.53,523.14,352.1,494.68,353.6,517.44,371.34,498.8,372.26,518.33,410.02,493.62,410.04,517.24,453.25,484.56,452.79
3603,2022-11-10 14:31:36.791240,358,2,505.55,299.27,509.49,296.12,503.5,296.2,516.76,299.3,501.95,300.27,525.34,321.07,496.96,321.22,545.5,340.68,487.03,342.09,524.29,351.67,495.52,354.32,518.88,372.16,499.35,372.58,519.4,410.61,494.41,409.95,518.18,454.64,485.5,453.83
3617,2022-11-10 14:32:02.330882,359,2,508.21,300.05,512.2,297.08,505.93,296.99,518.88,300.53,503.23,300.11,526.98,321.43,499.15,321.64,547.91,340.79,489.01,341.92,525.95,352.19,496.9,355.42,521.62,372.51,503.03,372.99,522.04,412.58,497.01,412.33,520.6,455.28,488.52,453.79
3632,2022-11-10 14:32:28.904381,360,2,509.74,300.32,513.63,297.2,507.26,297.55,520.49,300.95,505.06,301.36,528.5,321.59,500.3,322.37,549.38,340.86,490.81,342.45,528.11,351.91,498.4,355.96,522.73,371.31,504.64,372.06,522.66,410.6,498.67,411.25,521.13,455.26,488.68,455.34
3647,2022-11-10 14:32:55.573416,361,2,508.82,300.3,512.73,297.15,506.43,297.29,519.9,300.92,504.21,301.18,527.36,321.85,499.25,322.53,548.41,340.61,489.32,342.42,526.2,351.45,497.02,355.35,522,372.89,503.23,373.5,521.84,411.57,496.92,411.99,520.07,454.64,486.9,454.51
3659,2022-11-10 14:33:21.205538,362,2,506.85,300.19,510.82,297.05,504.55,297.2,517.96,300.29,501.9,300.41,525.99,321.04,497.98,322.22,546.55,340.48,487.82,342.14,523.74,352.4,495.06,354.87,519.31,372.81,500.38,373.29,520.29,412.02,494.85,412.05,518.43,455.15,485.05,454.9
3674,2022-11-10 14:33:50.158604,363,2,507.01,300.29,510.93,297.22,504.9,297.29,518.12,300.3,503.22,300.62,526.04,321,498.68,321.78,546.65,340.63,487.85,341.79,523.9,351.94,495.11,354.74,519.63,371.94,500.98,372.6,520.64,412.38,495.28,412.06,518.5,455.16,485.57,455.2
3687,2022-11-10 14:34:17.809513,364,2,508.58,301.01,512.64,297.94,506.33,298.14,520.17,301.35,504.21,301.61,527.56,322.02,499.62,322.78,548.29,341.3,489.86,343.06,526.16,352.92,496.95,355.71,522.12,373.08,503.34,373.53,521.97,411.88,497.09,412,519.95,455.28,487.57,454.62
3701,2022-11-10 14:34:44.485764,365,2,509.03,299.81,513,296.75,506.43,296.85,519.71,300.41,504.32,300.67,527.56,321.48,499.6,321.6,548.26,340.61,489.38,341.79,526.11,351.13,496.89,355.2,521.73,373.62,503.29,373.46,521.62,411.3,496.9,411.77,519.5,454.73,487.22,454.38
3715,2022-11-10 14:35:11.076745,366,2,507.82,300.9,511.7,297.82,505.62,297.91,518.91,300.83,0,0,526.44,322.18,499.36,322.2,547.55,341.34,488.96,342.41,524.95,353.01,496.2,355.68,521.23,373.37,502.73,373.3,520.94,412.06,496.15,411.54,519.19,455.32,486.6,454.87
3730,2022-11-10 14:35:37.663146,367,2,507.93,301.43,511.93,298.36,505.84,298.37,519.31,301.34,0,0,526.28,322.32,499.46,322.56,547.64,341.39,489.24,343.22,525.54,352.85,497,356.28,521.11,372.97,502.97,373.03,520.67,411.46,495.9,410.75,519.68,454.46,487.1,454.79
3743,2022-11-10 14:36:02.443069,368,2,508.58,301.2,512.51,298.02,506.36,298.37,520.14,301.38,504.22,301.75,527.42,322.2,499.95,322.63,548.16,341.26,489.81,343,525.89,353.13,497.3,355.76,521.73,373.2,503.36,373.55,521.66,411.7,496.95,412.23,519.91,455.09,487.6,454.48
